bounds,benchmark,engine,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement,status
signals,BenchmarkExec/isa_simd_i8x16.min_s,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.min_s,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.min_s,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,ns/op,1767,1797,1.6977928692699429,0.48484848484848486,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,calls/batch,1120,1127.5,0.6696428571428603,0.5887445887445888,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.min_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,ns/op,1754.5,1810,3.163294385864912,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,calls/batch,1146,1131.5,-1.265270506108207,0.48484848484848486,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.max_s,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.max_u,wago,ns/op,1789.5,1816.5,1.5088013411567402,0.6991341991341992,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.max_u,wago,calls/batch,1120.5,1127,0.5800981704596087,1,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.max_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.max_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.max_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.max_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.avgr_u,wago,ns/op,3550.5,3533.5,-0.47880580199971545,0.9372294372294372,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.avgr_u,wago,calls/batch,577,569.5,-1.2998266897746968,0.512987012987013,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.avgr_u,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.avgr_u,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.avgr_u,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.avgr_u,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
