stage,bounds,benchmark,engine,kind,unit,main_median,branch_median,absolute_increase,increase_percent,p,unadjusted_p_below_005,samples_each,benchtime,note
full screen,signals,BenchmarkCompileWorkers/json-as/p8,wago,memory,B/op,747320,751505.5,4185.5,0.5600679762350902,0.004329004329004329,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/wasm3,wago,memory,B/op,947835,952008,4173,0.4402665020810659,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/json-as/p2,wago,memory,B/op,511700.5,515710.5,4010,0.7836615363870036,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/json-as/auto,wago,memory,B/op,662716,666383,3667,0.5533290278188607,0.09307359307359307,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/json-as/p2,wago,memory,B/op,433431.5,436446,3014.5,0.6954962894944128,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/json-as/p2,wago,memory,B/op,433623.5,436379,2755.5,0.6354591021934919,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/many_funcs,wago,memory,B/op,159122,161617,2495,1.567979286333765,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/many_funcs/p1,wago,memory,B/op,158979,161474,2495,1.5693896678177666,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/many_funcs,wago,memory,B/op,159123,161617,2494,1.567340987789323,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/many_funcs/p1,wago,memory,B/op,158980,161474,2494,1.5687507862624184,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,wago,memory,B/op,159017,161510.5,2493.5,1.5680713382845823,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,wago,memory,B/op,159015.5,161505,2489.5,1.5655706519175805,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkValidateWorkers/sqlite3/p2,wago,memory,B/op,144413.5,146599.5,2186,1.5137088984063185,0.06493506493506493,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/lua,wago,memory,B/op,1184737,1186845,2108,0.17792978526036674,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/lua/p1,wago,memory,B/op,1184651,1186742,2091,0.17650768032104747,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/lua,wago,memory,B/op,1224278,1226350,2072,0.16924260666286717,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/lua/p1,wago,memory,B/op,1224206,1226254,2048,0.16729210606711842,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/many_funcs/p2,wago,memory,B/op,236099,238139.5,2040.5,0.8642560959597478,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/many_funcs/p2,wago,memory,B/op,236094,238134,2040,0.8640626191262823,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/json-as-simd,wago,memory,B/op,228334,229514,1180,0.5167868123012731,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/json-as-simd,wago,memory,B/op,227071,228248,1177,0.5183400786538117,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/many_funcs/auto,wago,memory,B/op,285011.5,286109,1097.5,0.38507218129795184,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/many_funcs/auto,wago,memory,B/op,285023,286117,1094,0.38382867347548366,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/many_funcs/p4,wago,memory,B/op,285077,286163,1086,0.38094970832440733,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/many_funcs/p4,wago,memory,B/op,285091.5,286142,1050.5,0.3684781903353862,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkValidateWorkers/sqlite3/p2,wago,memory,B/op,144584.5,145578,993.5,0.6871414294063349,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileMultiModuleThroughput/json-as/p1,wago,memory,B/op,217340,218298,958,0.44078402502991665,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileMultiModuleThroughput/json-as/p1,wago,memory,B/op,214573,215530,957,0.4460020599050152,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/json-as,wago,memory,B/op,217492.5,218446.5,954,0.4386358150280989,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/json-as/p1,wago,memory,B/op,217353,218306.5,953.5,0.4386872967016897,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/json-as,wago,memory,B/op,214724,215677,953,0.4438255621169507,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/json-as/p1,wago,memory,B/op,214584,215537,953,0.44411512507922524,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,wago,memory,B/op,304116,304844,728,0.23938234094884603,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompile/json-as-simd,wago,memory,B/op,136976,137648,672,0.49059689288635244,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompile/json-as-simd,wago,memory,B/op,136976,137648,672,0.49059689288635244,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCompact/json-as-simd,wago,memory,B/op,144488,145160,672,0.465090526548928,0.015151515151515152,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCompact/json-as-simd,wago,memory,B/op,144488,145160,672,0.465090526548928,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,wago,memory,B/op,304233,304869.5,636.5,0.20921464798362432,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompile/json-as,wago,memory,B/op,133256,133800,544,0.4082367773308615,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompile/json-as,wago,memory,B/op,133256,133800,544,0.4082367773308615,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCompact/json-as,wago,memory,B/op,136288,136832,544,0.3991547311575472,0.14285714285714285,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCompact/json-as,wago,memory,B/op,136288,136832,544,0.3991547311575472,0.23376623376623376,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/json-as/p1,wago,memory,B/op,133256,133800,544,0.4082367773308615,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/json-as/p1,wago,memory,B/op,133256,133800,544,0.4082367773308615,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompile/many_funcs,wago,memory,B/op,68320,68848,528,0.7728337236533989,0.006493506493506494,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompile/many_funcs,wago,memory,B/op,68320,68815,495,0.7245316159250503,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkValidateWorkers/sqlite3/p8,wago,memory,B/op,217184,217636.5,452.5,0.20834868130248374,0.30952380952380953,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCompact/spectralnorm,wago,memory,B/op,64118.5,64430,311.5,0.4858192253405891,0.30735930735930733,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off,wago,memory,B/op,297419.5,297722.5,303,0.10187630602567221,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on,wago,memory,B/op,297275,297578,303,0.10192582625514479,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off,wago,memory,B/op,297275,297577.5,302.5,0.10175763182238562,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/blake-as-simd,wago,memory,B/op,297563.5,297865.5,302,0.10149094226945543,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on,wago,memory,B/op,297420.5,297722,301.5,0.10137162703982572,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/blake-as-simd,wago,memory,B/op,297419.5,297720,300.5,0.10103574244459956,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCompact/nbody,wago,memory,B/op,74218.5,74476.5,258,0.34762222356958805,0.5021645021645021,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/zstd,wago,memory,B/op,1079612,1079862.5,250.5,0.023202780258091416,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/zstd,wago,memory,B/op,1019126,1019373.5,247.5,0.0242855152356114,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkValidateWorkers/lua/p8,wago,memory,B/op,110885,111112.5,227.5,0.20516751589485516,0.3939393939393939,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkValidateWorkers/lua/p4,wago,memory,B/op,88094,88292.5,198.5,0.2253274910890557,0.04112554112554113,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCompact/nbody,wago,memory,B/op,74222,74419,197,0.2654199563471682,0.3722943722943723,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCompact/fannkuch,wago,memory,B/op,69607.5,69786.5,179,0.2571561972488645,0.5822510822510822,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompile/blake-as-simd,wago,memory,B/op,273784,273936,152,0.05551821874179019,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompile/blake-as-simd,wago,memory,B/op,273784,273936,152,0.05551821874179019,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCompact/blake-as-simd,wago,memory,B/op,284696,284848,152,0.05339028296849069,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCompact/blake-as-simd,wago,memory,B/op,284696,284848,152,0.05339028296849069,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/isa_i32,wago,memory,B/op,44708,44850,142,0.3176165339536574,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/isa_i32,wago,memory,B/op,44708,44850,142,0.3176165339536574,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/isa_i64,wago,memory,B/op,44708.5,44850.5,142,0.31761298187145126,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/isa_i64,wago,memory,B/op,44709,44850.5,141.5,0.3164910868057813,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/zlib,wago,memory,B/op,319232,319366,134,0.04197574178026464,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
