run,bounds,benchmark,unit,main,after,absolute_change,change_percent,p,samples_each
"full","explicit","BenchmarkCompile/many_funcs","B/op",68320,68848,528,0.7728337236533989,0.006493506493506494,6
"full","signals","BenchmarkCompile/many_funcs","B/op",68320,68815,495,0.7245316159250503,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/sqlite3/p8","B/op",217184,217636.5,452.5,0.20834868130248374,0.30952380952380953,6
"full","signals","BenchmarkCompileCompact/spectralnorm","B/op",64118.5,64430,311.5,0.4858192253405891,0.30735930735930733,6
"full","explicit","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off","B/op",297419.5,297722.5,303,0.10187630602567221,0.0021645021645021645,6
"full","signals","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on","B/op",297275,297578,303,0.10192582625514479,0.0021645021645021645,6
"full","signals","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off","B/op",297275,297577.5,302.5,0.10175763182238562,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/blake-as-simd","B/op",297563.5,297865.5,302,0.10149094226945543,0.0021645021645021645,6
"full","explicit","BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on","B/op",297420.5,297722,301.5,0.10137162703982572,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/blake-as-simd","B/op",297419.5,297720,300.5,0.10103574244459956,0.0021645021645021645,6
"fixed-memory","explicit","BenchmarkCompileWorkers/json-as/p2","B/op",433860,434128,268,0.06177107822800121,0.6991341991341992,6
"full","signals","BenchmarkCompileCompact/nbody","B/op",74218.5,74476.5,258,0.34762222356958805,0.5021645021645021,6
"full","explicit","BenchmarkCompileFull/zstd","B/op",1079612,1079862.5,250.5,0.023202780258091416,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/zstd","B/op",1019126,1019373.5,247.5,0.0242855152356114,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/lua/p8","B/op",110885,111112.5,227.5,0.20516751589485516,0.3939393939393939,6
"full","explicit","BenchmarkValidateWorkers/lua/p4","B/op",88094,88292.5,198.5,0.2253274910890557,0.04112554112554113,6
"full","explicit","BenchmarkCompileCompact/nbody","B/op",74222,74419,197,0.2654199563471682,0.3722943722943723,6
"full","signals","BenchmarkCompileCompact/fannkuch","B/op",69607.5,69786.5,179,0.2571561972488645,0.5822510822510822,6
"full","explicit","BenchmarkCompile/blake-as-simd","B/op",273784,273936,152,0.05551821874179019,0.0021645021645021645,6
"full","explicit","BenchmarkCompileCompact/blake-as-simd","B/op",284696,284848,152,0.05339028296849069,0.0021645021645021645,6
"full","signals","BenchmarkCompile/blake-as-simd","B/op",273784,273936,152,0.05551821874179019,0.0021645021645021645,6
"full","signals","BenchmarkCompileCompact/blake-as-simd","B/op",284696,284848,152,0.05339028296849069,0.0021645021645021645,6
"fixed-rss","explicit","BenchmarkCompileCompact/blake-as-simd","B/op",284696,284848,152,0.05339028296849069,0.0021645021645021645,6
"fixed-rss","signals","BenchmarkCompileCompact/blake-as-simd","B/op",284696,284848,152,0.05339028296849069,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/isa_i32","B/op",44708,44850,142,0.3176165339536574,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/isa_i64","B/op",44708.5,44850.5,142,0.31761298187145126,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/isa_i32","B/op",44708,44850,142,0.3176165339536574,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/isa_i64","B/op",44709,44850.5,141.5,0.3164910868057813,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/zlib","B/op",319232,319366,134,0.04197574178026464,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/lua/p4","B/op",88024,88154.5,130.5,0.14825502135780155,0.004329004329004329,6
"full","explicit","BenchmarkCompileFull/blake3","B/op",162864.5,162989,124.5,0.07644391503365267,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/blake3","B/op",159935,160058,123,0.07690624316127881,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/zlib","B/op",331216,331337,121,0.036532051591708914,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/coremark","B/op",256747,256853.5,106.5,0.04148052362831223,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/coremark","B/op",262868,262974,106,0.040324421382598175,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/isa_simd_v128","B/op",35913,36010,97,0.270097179294404,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/isa_ctl","B/op",69148,69245,97,0.14027882223637267,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/isa_simd_v128","B/op",35913,36010,97,0.270097179294404,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/dispatch","B/op",35681,35777,96,0.2690507553039456,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/isa_ctl","B/op",69148,69244,96,0.13883264881124902,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/dispatch","B/op",35681.5,35777,95.5,0.26764569875146194,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/isa_call","B/op",38682,38770,88,0.22749599296829626,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/isa_call","B/op",38682,38770,88,0.22749599296829626,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/quicksort","B/op",43650,43731,81,0.18556701030927325,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/raytrace","B/op",142383,142464,81,0.056888813973587915,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/spectralnorm","B/op",70595.5,70676,80.5,0.11402993108626802,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/utf-as","B/op",213161,213241.5,80.5,0.03776488194369154,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/lz4","B/op",74004,74084.5,80.5,0.10877790389709485,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/raytrace","B/op",143912,143992,80,0.05558952693311969,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/utf-as","B/op",214689,214769,80,0.03726320398342864,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/tiny/auto","B/op",16112,16192,80,0.49652432969216065,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/quicksort","B/op",43274,43354,80,0.18486851227064172,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/tiny/auto","B/op",16112,16192,80,0.49652432969216065,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/spectralnorm","B/op",71316,71395,79,0.11077458073924795,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/lz4","B/op",75492.5,75571.5,79,0.10464615690299883,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/tiny","B/op",16297.5,16376.5,79,0.4847369228409226,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/qoi","B/op",82277,82356,79,0.09601711292341886,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/qoi","B/op",83822,83900,78,0.09305432941233427,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/tiny","B/op",16299.5,16376.5,77,0.47240712905303184,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFullWorkers/tiny/p1","B/op",16150,16227,77,0.47678018575851855,0.0021645021645021645,6
"full","signals","BenchmarkCompileFullWorkers/tiny/p1","B/op",16154.5,16227.5,73,0.4518864712618864,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/many_funcs/p8","B/op",7596,7664,68,0.8952080042127442,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/many_funcs/p8","B/op",7597,7663.5,66.5,0.8753455311307112,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/matmul","B/op",73539,73604,65,0.08838847414296414,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/fannkuch","B/op",78451,78516,65,0.08285426572001153,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/nbody","B/op",78060,78124,64,0.08198821419420632,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/fannkuch","B/op",81428,81492,64,0.07859704278625479,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/sha256","B/op",77708,77772,64,0.08235960261491204,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/nbody","B/op",76532,76596,64,0.08362515026394401,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/sha256","B/op",76220,76284,64,0.08396746260823651,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/crc32","B/op",38490,38553.5,63.5,0.16497791634191294,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/matmul","B/op",72868,72931,63,0.0864577043421022,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/crc32","B/op",37770,37833,63,0.16679904686258684,0.0021645021645021645,6
"full","explicit","BenchmarkCompileFull/utf-as-simd","B/op",234561,234606,45,0.019184774962588413,0.0021645021645021645,6
"full","signals","BenchmarkCompileFull/utf-as-simd","B/op",233105,233149.5,44.5,0.01909010960725599,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/json-as/p4","B/op",15668,15706,38,0.24253255042123723,0.025974025974025976,6
"full","explicit","BenchmarkValidateWorkers/json-as/p2","B/op",10775,10807.5,32.5,0.3016241299304001,0.16666666666666666,6
"full","signals","BenchmarkValidateWorkers/many_funcs/p4","B/op",4240.5,4271.5,31,0.731045867232627,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/many_funcs/p4","B/op",4240.5,4269.5,29,0.6838816177337614,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/lua/p2","B/op",74424,74450,26,0.03493496721487244,0.004329004329004329,6
"full","explicit","BenchmarkValidateWorkers/json-as/p4","B/op",15680,15702,22,0.14030612244897434,0.17965367965367965,6
"full","signals","BenchmarkValidateWorkers/lua/p2","B/op",74419.5,74441,21.5,0.028890277413839982,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/tiny/p2","B/op",2560,2576,16,0.6250000000000089,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/tiny/p4","B/op",2560,2576,16,0.6250000000000089,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/tiny/p8","B/op",2560,2576,16,0.6250000000000089,0.0021645021645021645,6
"full","explicit","BenchmarkValidateWorkers/many_funcs/p2","B/op",2553.5,2569.5,16,0.626590953593098,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/tiny/p2","B/op",2560,2576,16,0.6250000000000089,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/tiny/p4","B/op",2560,2576,16,0.6250000000000089,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/tiny/p8","B/op",2560,2576,16,0.6250000000000089,0.0021645021645021645,6
"full","signals","BenchmarkValidateWorkers/many_funcs/p2","B/op",2555.5,2571.5,16,0.6261005674036424,0.0021645021645021645,6
"confirm","explicit","BenchmarkValidateWorkers/tiny/p8","B/op",2560,2576,16,0.6250000000000089,7.39602301050679e-7,12
"confirm","signals","BenchmarkValidateWorkers/tiny/p4","B/op",2560,2576,16,0.6250000000000089,7.39602301050679e-7,12
"full","explicit","BenchmarkCompileCompact/tiny","B/op",10706,10715,9,0.08406501027460322,0.16666666666666666,6
"full","explicit","BenchmarkValidateWorkers/ruby/p2","B/op",409488,409496,8,0.001953659203679514,0.7922077922077922,6
"full","explicit","BenchmarkValidateWorkers/sqlite3/p8","B/op",217757,217760,3,0.0013776824625555406,0.8181818181818182,6
"full","explicit","BenchmarkCompileWorkers/tiny/p1","B/op",8125,8126,1,0.012307692307689244,0.5844155844155844,6
"full","signals","BenchmarkCompileCompact/tiny","B/op",10717,10717.5,0.5,0.004665484743870962,0.7770562770562771,6
