run,bounds,benchmark,unit,main_median,after_median,change_percent,p,main_samples,after_samples,prior_median,after_vs_prior_percent,p_vs_prior,benchtime,note
resource-explicit-fixed,explicit,BenchmarkCompileFull/float,code-B,150,150,0,1,6,6,150,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/float,B/op,40584,26072,-35.75793416124581,0.0021645021645021645,6,6,26072,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/float,allocs/op,95,97,2.1052631578947434,0.0021645021645021645,6,6,97,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/qoi,ns/op,675431,555420.5,-17.767988143866653,0.008658008658008658,6,6,560656,-0.9338168145886283,0.8181818181818182,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/qoi,code-B,6810,6810,0,1,6,6,6810,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/qoi,B/op,88960,89072,0.12589928057553657,0.0021645021645021645,6,6,89072,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/qoi,allocs/op,214,216,0.9345794392523255,0.0021645021645021645,6,6,216,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/json-as/auto,ns/op,1618593.5,1113441.5,-31.209318460750023,0.0021645021645021645,6,6,1101078.5,1.1228082284778118,0.9372294372294372,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/json-as/auto,B/op,677256,688560,1.669088202983815,0.09307359307359307,6,6,691992,-0.4959594908611642,0.13203463203463203,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/json-as/auto,allocs/op,759,798.5,5.204216073781298,0.0021645021645021645,6,6,813.5,-1.8438844499078066,0.015151515151515152,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f64,ns/op,582026,458154,-21.282898014865314,0.0021645021645021645,6,6,455433.5,0.5973429710374845,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f64,code-B,9104,9104,0,1,6,6,9104,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f64,B/op,47976,44024,-8.237452059363015,0.0021645021645021645,6,6,44024,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f64,allocs/op,145,147,1.379310344827589,0.0021645021645021645,6,6,147,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f32,ns/op,575563,456105,-20.754982512774443,0.0021645021645021645,6,6,475872.5,-4.1539487993107365,0.6991341991341992,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f32,code-B,8860,8860,0,1,6,6,8860,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f32,B/op,47976,44024,-8.237452059363015,0.0021645021645021645,6,6,44024,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_f32,allocs/op,145,147,1.379310344827589,0.0021645021645021645,6,6,147,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/lz4,ns/op,621364.5,506559.5,-18.476272783527225,0.0021645021645021645,6,6,529587,-4.3481996348097685,0.04112554112554113,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/lz4,code-B,6075,6075,0,1,6,6,6075,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/lz4,B/op,83400,83480,0.09592326139089558,0.0021645021645021645,6,6,83480,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/lz4,allocs/op,169,171,1.183431952662728,0.0021645021645021645,6,6,171,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_mem,ns/op,513747.5,396884,-22.747263976953658,0.0021645021645021645,6,6,416505.5,-4.710982207918024,0.30952380952380953,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_mem,code-B,4855,4855,0,1,6,6,4855,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_mem,B/op,45560,42856,-5.935030728709389,0.0021645021645021645,6,6,42856,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_mem,allocs/op,129,131,1.5503875968992276,0.0021645021645021645,6,6,131,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_ctl,ns/op,430822,392164.5,-8.972963311994276,0.13203463203463203,6,6,412808.5,-5.000866018989436,0.30952380952380953,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_ctl,code-B,3890,3890,0,1,6,6,3890,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_ctl,B/op,77056,77152,0.1245847176079673,0.0021645021645021645,6,6,77152,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_ctl,allocs/op,133,135,1.5037593984962516,0.0021645021645021645,6,6,135,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fannkuch,ns/op,502557,427621.5,-14.910845933894068,0.015151515151515152,6,6,426264,0.3184646134789748,0.6991341991341992,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fannkuch,code-B,4691,4691,0,1,6,6,4691,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fannkuch,B/op,85816,85896,0.0932227090519211,0.0021645021645021645,6,6,85896,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fannkuch,allocs/op,179,181,1.1173184357541999,0.0021645021645021645,6,6,181,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/sqlite3/p8,ns/op,47851706,19197717,-59.88080968314902,0.0021645021645021645,6,6,19506937,-1.585179672236603,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/sqlite3/p8,code-B,3646361,3646361,0,1,6,6,3646361,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/sqlite3/p8,B/op,20303920,20224484,-0.3912347960393858,0.6991341991341992,6,6,20364340,-0.6867691268167775,0.8181818181818182,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/sqlite3/p8,allocs/op,10029.5,10167.5,1.3759409741263218,0.0021645021645021645,6,6,10162,0.05412320409368121,0.6147186147186147,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_v128,ns/op,454726.5,381079,-16.195999133545115,0.04112554112554113,6,6,402564,-5.337039576315816,0.17965367965367965,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_v128,code-B,4159,4159,0,1,6,6,4159,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_v128,B/op,43808,43904,0.21913805697588717,0.0021645021645021645,6,6,43904,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_v128,allocs/op,113,115,1.7699115044247815,0.0021645021645021645,6,6,115,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_rec,ns/op,275561,268834,-2.441201766577994,0.13203463203463203,6,6,303508.5,-11.424556478648872,0.008658008658008658,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_rec,code-B,163,163,0,1,6,6,163,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_rec,B/op,25968,25280,-2.649414664202099,0.0021645021645021645,6,6,25280,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_rec,allocs/op,99,101,2.020202020202011,0.0021645021645021645,6,6,101,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_reduce,ns/op,430762,366726.5,-14.865633458847348,0.06493506493506493,6,6,371140,-1.1891738966427812,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_reduce,code-B,4594,4594,0,1,6,6,4594,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_reduce,B/op,45200,42496,-5.982300884955749,0.0021645021645021645,6,6,42496,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_simd_reduce,allocs/op,123,125,1.6260162601626105,0.0021645021645021645,6,6,125,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_cvt,ns/op,411922,364297.5,-11.56153349420521,0.6991341991341992,6,6,346064,5.268823107864451,0.48484848484848486,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_cvt,code-B,5858,5858,0,1,6,6,5858,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_cvt,B/op,38384,35792,-6.752813672363489,0.0021645021645021645,6,6,35792,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_cvt,allocs/op,112,114,1.7857142857142794,0.0021645021645021645,6,6,114,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/nbody,ns/op,453504.5,414571.5,-8.58492032603866,0.17965367965367965,6,6,408315.5,1.5321485468957174,0.8181818181818182,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/nbody,code-B,4174,4174,0,1,6,6,4174,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/nbody,B/op,81808,81888,0.09778994719342737,0.0021645021645021645,6,6,81888,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/nbody,allocs/op,167,169,1.1976047904191711,0.0021645021645021645,6,6,169,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sha256,ns/op,467551.5,401823,-14.058023554624466,0.13203463203463203,6,6,448330.5,-10.37348563169358,0.13203463203463203,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sha256,code-B,3107,3107,0,1,6,6,3107,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sha256,B/op,82480,82560,0.09699321047527132,0.0021645021645021645,6,6,82560,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sha256,allocs/op,170,172,1.17647058823529,0.0021645021645021645,6,6,172,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/spectralnorm,ns/op,414792.5,382953,-7.676006678037817,0.3939393939393939,6,6,405790,-5.627787772000293,0.3939393939393939,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/spectralnorm,code-B,2499,2499,0,1,6,6,2499,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/spectralnorm,B/op,79224,79304,0.10097950116125798,0.0021645021645021645,6,6,79304,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/spectralnorm,allocs/op,163,165,1.2269938650306678,0.0021645021645021645,6,6,165,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/quicksort,ns/op,387887,356087,-8.19826392738091,0.48484848484848486,6,6,386965,-7.979533032703213,0.5887445887445888,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/quicksort,code-B,1967,1967,0,1,6,6,1967,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/quicksort,B/op,51576,51656,0.1551109042965626,0.0021645021645021645,6,6,51656,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/quicksort,allocs/op,190,192,1.0526315789473717,0.0021645021645021645,6,6,192,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/matmul,ns/op,418679.5,383468.5,-8.410012909636134,0.09307359307359307,6,6,414046,-7.385049004216926,0.17965367965367965,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/matmul,code-B,1932,1932,0,1,6,6,1932,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/matmul,B/op,79848,79928,0.10019036168720241,0.0021645021645021645,6,6,79928,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/matmul,allocs/op,162,164,1.2345679012345734,0.0021645021645021645,6,6,164,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,ns/op,700072.5,553181.5,-20.982255409261185,0.06493506493506493,6,6,561727.5,-1.5213782483499583,0.48484848484848486,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,B/op,301424,304032,0.8652263920590375,0.0021645021645021645,6,6,304032,0,0.8138528138528138,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/auto,allocs/op,202,204.5,1.2376237623762387,0.1406926406926407,6,6,204.5,0,0.7835497835497836,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,ns/op,788743,678411,-13.988333335446402,0.24025974025974026,6,6,743132.5,-8.709281319280205,0.24025974025974026,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,B/op,171768,174152,1.387918587862691,0.0021645021645021645,6,6,174264,-0.06427030252948995,0.5670995670995671,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,allocs/op,129,130,0.7751937984496138,0.0021645021645021645,6,6,131,-0.7633587786259555,0.5670995670995671,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_call,ns/op,352100,318702,-9.485373473445048,0.025974025974025976,6,6,347326,-8.24124885554206,0.06493506493506493,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_call,code-B,1911,1911,0,1,6,6,1911,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_call,B/op,46608,46696,0.1888087881908751,0.0021645021645021645,6,6,46696,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_call,allocs/op,165,167,1.21212121212122,0.0021645021645021645,6,6,167,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_iter,ns/op,273827.5,269064.5,-1.7394162383252199,0.5887445887445888,6,6,294787.5,-8.725946656489846,0.13203463203463203,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_iter,code-B,99,99,0,1,6,6,99,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_iter,B/op,26152,25704,-1.7130620985010725,0.0021645021645021645,6,6,25704,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/fib_iter,allocs/op,91,93,2.19780219780219,0.0021645021645021645,6,6,93,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/crc32,ns/op,374216,364658.5,-2.554006242384077,0.3939393939393939,6,6,379215.5,-3.8387143985411987,0.24025974025974026,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/crc32,code-B,1171,1171,0,1,6,6,1171,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/crc32,B/op,46400,46464,0.13793103448276334,0.0021645021645021645,6,6,46464,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/crc32,allocs/op,149,151,1.342281879194629,0.0021645021645021645,6,6,151,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_bulk_mem,ns/op,338925.5,330855,-2.38120176853025,1,6,6,353477.5,-6.399983025793721,0.24025974025974026,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_bulk_mem,code-B,3774,3774,0,1,6,6,3774,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_bulk_mem,B/op,30592,30320,-0.8891213389121355,0.0021645021645021645,6,6,30320,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_bulk_mem,allocs/op,122,124,1.6393442622950838,0.0021645021645021645,6,6,124,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_var,ns/op,324959.5,307045.5,-5.512686965606484,0.24025974025974026,6,6,311965,-1.5769397208020175,0.5887445887445888,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_var,code-B,546,546,0,1,6,6,546,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_var,B/op,39968,39280,-1.7213771016813428,0.0021645021645021645,6,6,39280,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/isa_var,allocs/op,109,111,1.83486238532109,0.0021645021645021645,6,6,111,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/memory_tree,ns/op,327308,290975.5,-11.10040084568663,0.06493506493506493,6,6,350471.5,-16.975988061796755,0.004329004329004329,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/memory_tree,code-B,566,566,0,1,6,6,566,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/memory_tree,B/op,43256,31816,-26.447198076567414,0.0021645021645021645,6,6,31816,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/memory_tree,allocs/op,128,130,1.5625,0.0021645021645021645,6,6,130,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/xjb-mulhi,ns/op,309880.5,285770.5,-7.780418580710946,0.17965367965367965,6,6,333420.5,-14.291262834768704,0.06493506493506493,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/xjb-mulhi,code-B,398,398,0,1,6,6,398,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/xjb-mulhi,B/op,41192,29752,-27.772382986987765,0.0021645021645021645,6,6,29752,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/xjb-mulhi,allocs/op,109,111,1.83486238532109,0.0021645021645021645,6,6,111,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/swar-pack-parse,ns/op,316308,298494.5,-5.631694424421763,0.5887445887445888,6,6,328155,-9.038564093187674,0.17965367965367965,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/swar-pack-parse,code-B,469,469,0,1,6,6,469,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/swar-pack-parse,B/op,41296,29864,-27.683068578070515,0.0021645021645021645,6,6,29864,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/swar-pack-parse,allocs/op,107,109,1.869158878504673,0.0021645021645021645,6,6,109,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p8,ns/op,293215,322444.5,9.96862370615419,0.17965367965367965,6,6,321587.5,0.26649045749602696,0.5887445887445888,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p8,code-B,96,96,0,1,6,6,96,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p8,B/op,36520,36600,0.21905805038335835,0.045454545454545456,6,6,36632,-0.08735531775496685,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p8,allocs/op,123,124.5,1.2195121951219523,0.0021645021645021645,6,6,125,-0.40000000000000036,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p4,ns/op,270797.5,288866.5,6.6725135941063,0.30952380952380953,6,6,324774,-11.056149814948245,0.06493506493506493,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p4,code-B,96,96,0,1,6,6,96,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p4,B/op,36520,36632,0.3066812705367017,0.032467532467532464,6,6,36632,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p4,allocs/op,123,125,1.6260162601626105,0.0021645021645021645,6,6,125,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p2,ns/op,281603,312646,11.023675173915048,0.48484848484848486,6,6,315291,-0.8389075488992703,0.48484848484848486,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p2,code-B,96,96,0,1,6,6,96,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p2,B/op,36520,36576,0.15334063526835084,0.07575757575757576,6,6,36632,-0.15287180607119755,0.42424242424242425,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/tiny/p2,allocs/op,123,124.5,1.2195121951219523,0.010822510822510822,6,6,125,-0.40000000000000036,0.42424242424242425,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/mandelbrot,ns/op,301195,279784,-7.108683743090028,0.3939393939393939,6,6,313292.5,-10.695595968623572,0.13203463203463203,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/mandelbrot,code-B,504,504,0,1,6,6,504,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/mandelbrot,B/op,42720,34608,-18.988764044943817,0.0021645021645021645,6,6,34608,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/mandelbrot,allocs/op,110,112,1.8181818181818077,0.0021645021645021645,6,6,112,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/branches,ns/op,252879,267026,5.594375175479183,0.13203463203463203,6,6,294171,-9.227626108623898,0.0021645021645021645,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/branches,code-B,120,120,0,1,6,6,120,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/branches,B/op,26944,25984,-3.562945368171022,0.0021645021645021645,6,6,25984,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/branches,allocs/op,90,92,2.2222222222222143,0.0021645021645021645,6,6,92,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sieve,ns/op,296290,322123.5,8.718991528569987,0.008658008658008658,6,6,324488,-0.7286864229185674,0.8181818181818182,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sieve,code-B,367,367,0,1,6,6,367,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sieve,B/op,33624,30360,-9.707351891506066,0.0021645021645021645,6,6,30360,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFull/sieve,allocs/op,107,109,1.869158878504673,0.0021645021645021645,6,6,109,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p4,ns/op,249587.5,249839,0.10076626433614955,0.5887445887445888,6,6,287399,-13.068939001179547,0.06493506493506493,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p4,code-B,163,163,0,1,6,6,163,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p4,B/op,26112,25424,-2.634803921568629,0.0021645021645021645,6,6,25424,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-fixed,explicit,BenchmarkCompileFullWorkers/fib_rec/p4,allocs/op,100,102,2.0000000000000018,0.0021645021645021645,6,6,102,0,1,1x,single-operation memory check; not a timing claim
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p2,ns/op,1387636,893420,-35.61568019278831,7.39602301050679e-7,12,12,892710,0.07953310705604011,0.629725504001988,500ms,warm resource diagnostic; separate from full suite
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p2,code-B,66366,66366,0,1,12,12,66366,0,1,500ms,warm resource diagnostic; separate from full suite
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p2,B/op,527965.5,533342,1.0183430546124805,7.39602301050679e-7,12,12,533363.5,-0.004031021995321016,0.6706595329559389,500ms,warm resource diagnostic; separate from full suite
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p2,allocs/op,548,570,4.014598540145986,7.39602301050679e-7,12,12,570,0,1,500ms,warm resource diagnostic; separate from full suite
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p8,ns/op,1214385.5,659093.5,-45.726171796352965,7.39602301050679e-7,12,12,646776.5,1.904367273702734,0.15997301930805768,500ms,warm resource diagnostic; separate from full suite
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p8,code-B,66366,66366,0,1,12,12,66366,0,1,500ms,warm resource diagnostic; separate from full suite
resource-explicit-warm,explicit,BenchmarkCompileFullWorkers/json-as/p8,B/op,878151,890395,1.3942932365845984,7.39602301050679e-7,12,12,889845,0.061808517213668424,0.4428331797425888,500ms,warm resource diagnostic; separate from full suite
